"","gvkey","conm","tic","cusip","cik","sic","naics","gsubind","gind","year1","year2"
"265","002942","CANTEL MEDICAL CORP","CMD","138098108","0000019446","3845","334510","35101010","351010",1974,2020
"266","002953","CHECKPOINT SYSTEMS INC","CKP","162825103","0000215419","3669","334290","45203010","452030",1977,2015
"267","002960","CHEMED CORP","CHE","16359R103","0000019584","8082","621610","35102015","351020",1971,2021
"268","002968","JPMORGAN CHASE & CO","JPM","46625H100","0000019617","6020","522110","40101010","401010",1958,2021
"269","002986","CHESAPEAKE UTILITIES CORP","CPK","165303108","0000019745","4923","221210","55102010","551020",1977,2021
"270","002990","CELSION CORP","CLSN","15117N602","0000749647","2836","325414","35201010","352010",1983,2021
"271","002991","CHEVRON CORP","CVX","166764100","0000093410","2911","324110","10102010","101020",1950,2021
"272","002999","CHICAGO RIVET & MACHINE CO","CVR","168088102","0000019871","3452","332722","20106020","201060",1967,2021
"273","003007","BRINKER INTL INC","EAT","109641100","0000703351","5812","722511","25301040","253010",1984,2021
"274","003024","CHUBB CORP","CB.1","171232101","0000020171","6331","524126","40301040","403010",1974,2014
"275","003026","CHURCH & DWIGHT INC","CHD","171340102","0000313927","2840","325611","30301010","303010",1974,2021
"276","003028","CHURCHILL DOWNS INC","CHDN","171484108","0000020212","7990","713210","25301010","253010",1973,2021
"277","003031","CHYRONHEGO CORP","CHYR","171607104","0000020232","3663","334220","45203010","452030",1974,2013
"278","003036","CINCINNATI BELL INC","CBB","171871502","0000716133","4813","517311","50101020","501010",1960,2020
"279","003039","DUKE ENERGY OHIO INC","CIN1","172070005","0000020290","4931","2211","55101010","551010",1951,2021
"280","003062","CINTAS CORP","CTAS","172908105","0000723254","7200","812331","20201070","202010",1982,2020
"281","003071","CITIZENS REPUBLIC BANCORP","CRBC","174420307","0000351077","6020","522110","40101015","401010",1987,2012
"282","003082","CITY NATIONAL CORP","CYN.1","178566105","0000201461","6020","522110","40101015","401010",1981,2014
"283","003093","CLARCOR INC","CLC","179895107","0000020740","3564","333413","20106020","201060",1964,2016
"284","003105","IHEARTMEDIA INC","IHRT","45174J509","0001400891","4832","515112","50201020","502010",1983,2021
"285","003107","CLEVELAND-CLIFFS INC","CLF","185899101","0000764065","3310","331110","15104050","151040",1950,2021
"286","003121","CLOROX CO/DE","CLX","189054109","0000021076","2842","325612","30301010","303010",1967,2021
"287","003129","COAST DISTRIBUTION SYSTEMS","CRV","190345108","0000728303","5013","423120","25501010","255010",1983,2014
"288","003134","FAMILY ROOM ENTMT CORP","FMYR","30705R303","0000049444","7812","512110","50202010","502020",1975,2015
"289","003138","COCA COLA CONSOLIDATED INC","COKE","191098102","0000317540","2086","312111","30201030","302010",1974,2021
"290","003144","COCA-COLA CO","KO","191216100","0000021344","2086","312111","30201030","302010",1950,2021
"291","003153","COEUR MINING INC","CDE","192108504","0000215466","1040","21222","15104030","151040",1977,2021
"292","003157","COHERENT INC","COHR","192479103","0000021510","3826","334516","45203010","452030",1970,2021
"293","003158","COHU INC","COHU","192576106","0000021535","3825","334515","45301010","453010",1960,2021
"294","003169","ONCOMED PHARMACEUTICALS","OMED.2","68234X102","0001302573","2836","325414","35201010","352010",2008,2018
"295","003170","COLGATE-PALMOLIVE CO","CL","194162103","0000021665","2844","325611","30301010","303010",1950,2021
"296","003184","CCOM GROUP INC","CCOM","12504V107","0000021828","5070","423730","20107010","201070",1977,2021
"297","003198","COLORADO INTERSTATE GAS CO","CGP1","196522007","0000200155","4923","221210","10102040","101020",1973,2021
"298","003203","CHASE CORP","CCF","16150R104","0000830524","2891","325520","15101050","151010",1974,2021
"299","003210","COLUMBUS SOUTHERN POWER CORP","AEP8","199575002","0000022198","4911","2211","55101010","551010",1951,2010
"300","003218","COMARCO INC","CMRO","200080109","0000022252","9995","999990","20104010","201040",1974,2016
"301","003221","AON PLC","AON","G0403H108","0000315293","6411","524210","40301010","403010",1959,2021
"302","003226","COMCAST CORP","CMCSA","20030N101","0001166691","4841","515210","50201030","502010",1974,2021
"303","003230","COMDISCO HOLDING CO INC","CDCO","200334100","0001179484","9995","999990","20201030","202010",1971,2015
"304","003231","COMERICA INC","CMA","200340107","0000028412","6020","522110","40101015","401010",1958,2021
"305","003238","COMMERCE BANCSHARES INC","CBSH","200525103","0000022356","6020","522110","40101015","401010",1963,2021
"306","003243","CITIGROUP INC","C","172967424","0000831001","6199","522110","40101010","401010",1978,2021
"307","003246","COMMERCIAL METALS","CMC","201723103","0000022444","3312","331110","15104050","151040",1960,2021
"308","003270","CTI GROUP HOLDINGS INC","CTIG","126431105","0000355627","7372","511210","45103010","451030",1981,2014
"309","003275","COMMUNICATIONS SYSTEMS INC","JCS","203900204",NA,"7370","5415","45201020","452010",1981,2021
"310","003278","AVIS BUDGET GROUP INC","CAR","053774105","0000723612","7510","532111","20304020","203040",1982,2021
"311","003279","COMP-U-CHECK INC","3CMUC","204237309","0000022788","7389","522320","40201020","402010",1974,2011
"312","003288","COMPREHENSIVE CARE CORP","CHCR","204620207","0000022872","6324","621491","35102030","351020",1971,2014
"313","003310","CA INC","CA","12673P105","0000356028","7372","511210","45103020","451030",1980,2017
"314","003336","DXC TECHNOLOGY CO","DXC","23355L106","0001688568","7370","541512","45102010","451020",1963,2021
"315","003342","COMPUTER TASK GROUP INC","CTG","205477102","0000023111","7370","541519","45102010","451020",1974,2021
"316","003358","COMTECH TELECOMMUN","CMTL","205826209","0000023197","3663","334220","45201020","452010",1972,2021
"317","003362","CONAGRA BRANDS INC","CAG","205887102","0000023217","2000","31142","30202030","302020",1962,2020
"318","003363","UMAX GROUP CORP","UMAX","904197308","0001517709","5080","423850","25202010","252020",2010,2012
"319","003369","RAVE RESTAURANT GROUP INC","RAVE","754198109","0000718332","6794","533110","25301040","253010",1981,2021
"320","003382","SHUTTERSTOCK INC","SSTK","825690100","0001549346","7370","519130","25502020","255020",2007,2021
"321","003389","LEGALZOOM.COM INC -REDH -OLD","LGZ","52499L938",NA,"7370","519130","45101010","451010",2010,2011
"322","003392","CONNECTICUT LIGHT & POWER CO","NU1","207597006","0000023426","4911","2211","55101010","551010",1973,2021
"323","003394","CONNECTICUT WATER SVC INC","CTWS","207797101","0000276209","4941","221310","55104010","551040",1974,2018
"324","003399","CONOLOG CORP","CNLG","208254862","0000023503","3679","334419","45201020","452010",1974,2012
"325","003410","TRANSCONTINENTAL RLTY INVS","TCI","893617209","0000733590","6512","531120","60102020","601020",1984,2021
"326","003413","CONSOLIDATED EDISON INC","ED","209115104","0001047862","4931","22111","55103010","551030",1951,2021
"327","003416","CON-WAY INC","CNW","205944101","0000023675","4210","492110","20304020","203040",1950,2014
"328","003424","BIGLARI HOLDINGS INC","BH","08986R309","0001726173","5812","722511","25301040","253010",1963,2021
"329","003429","CTO REALTY GROWTH INC","CTO","22948Q101","0000023795","6798","5311","60101010","601010",1974,2021
"330","003439","CMS ENERGY CORP","CMS","125896100","0000811156","4931","22111","55103010","551030",1951,2021
"331","003440","NOVALED AG  -ADR -REDH","NVLD","66999A937","0001543664","3670","3344","45301020","453010",2010,2011
"332","003465","CONTINENTAL MATERIALS CORP","CUO","211615307","0000024104","3585","333415","20102010","201020",1960,2019
"333","003469","CONTINENTAL RESOURCES INC","CLR","212015101","0000732834","1311","211120","10102020","101020",1974,2021
"334","003497","COOPER INDUSTRIES PLC","CBE","G24140108","0001141982","3640","3351","20104010","201040",1950,2011
"335","003502","COOPER TIRE & RUBBER CO","CTB","216831107","0000024491","3011","326211","25101020","251010",1950,2020
"336","003504","COOPER COS INC (THE)","COO","216648402","0000711404","3851","339115","35101020","351010",1982,2021
"337","003505","MOLSON COORS BEVERAGE CO","TAP","60871R209","0000024545","2082","312120","30201010","302010",1975,2021
"338","003515","INTELLIGENT COMM ENTR -OLD","ICMC.1","45899A932",NA,"7372","511210","50102010","501020",1982,2011
"339","003516","CORBY SPIRIT AND WINE LTD","CBYDF","218349108",NA,"2085","312140","30201020","302010",1960,2021
"340","003532","CORNING INC","GLW","219350105","0000024741","3679","334419","45203015","452030",1950,2021
"341","003533","CORNING NATURAL GAS HLDG CP","CNIG","219387107","0001582244","4923","221210","55102010","551020",1977,2021
"342","003538","CANADA BREAD CO LTD","CBDLF","134920107",NA,"2050","311812","30202030","302020",1962,2013
"343","003547","COSMO COMMUNICATIONS CORP","CSMO","221295207","0000718096","3651","334310","25201010","252010",1982,2011
"344","003552","TRUE VALUE CO","2289B","89899X930","0000025095","5072","423710","25501010","255010",1974,2017
"345","003556","COURIER CORP","CRRC","222660102","0000025212","2732","323117","20201010","202010",1972,2014
"346","003562","COUSINS PROPERTIES INC","CUZ","222795502","0000025232","6798","531120","60101040","601010",1974,2021
"347","003570","CRACKER BARREL OLD CTRY STOR","CBRL","22410J106","0001067294","5812","722511","25301040","253010",1974,2021
"348","003580","CRANE HOLDINGS CO","CR","224441105","0001912291","3490","332912","20106020","201060",1950,2021
"349","003581","CRAWFORD & CO","CRD.A","224633206","0000025475","6411","524291","40301010","403010",1968,2021
"350","003591","SPRINGLEAF FINANCE CORP","AGC1","02635K005","0000025598","6141","522291","40202010","402020",1974,2021
"351","003592","ONEMAIN HOLDINGS INC","OMF","68268W103","0001584207","6141","522291","40202010","402020",1983,2021
"352","003594","CREDO PETROLEUM CORP","CRED.1","225439207","0000277924","1311","211111","10102020","101020",1980,2011
"353","003607","CHEMTURA CORP","CHMT.","163893209","0001091862","2820","325212","15101050","151010",1950,2016
"354","003612","COSTA INC   -CL A","ATX","22149T102","0000025793","3950","339940","25203010","252030",1971,2012
"355","003619","CROWN HOLDINGS INC","CCK","228368106","0001219601","3411","332431","15103010","151030",1950,2021
"356","003622","CROWN CRAFTS INC","CRWS","228309100","0000025895","2211","313210","25203030","252030",1968,2021
"357","003639","CUBIC CORP","CUB","229669106","0000026076","3578","333318","20101010","201010",1960,2020
"358","003643","CULLEN/FROST BANKERS INC","CFR","229899109","0000039263","6020","522110","40101015","401010",1974,2021
"359","003647","CULP INC","CULP","230215105","0000723603","2211","313210","25203030","252030",1982,2021
"360","003650","CUMMINS INC","CMI","231021106","0000026172","3510","333618","20106010","201060",1950,2021
"361","003662","CURTISS-WRIGHT CORP","CW","231561101","0000026324","3728","332912","20101010","201010",1950,2021
"362","003691","GT BIOPHARMA INC","GTBP","36254L209","0000109657","2834","325412","35201010","352010",1970,2021
"363","003707","DST SYSTEMS INC","DST","233326107","0000714603","7374","518210","45102020","451020",1982,2017
"364","003708","WENDY'S CO","WEN","95058W100","0000030697","5812","722511","25301040","253010",1950,2021
"365","003734","DANA INC","DAN","235825205","0000026780","3714","336390","25101010","251010",1950,2021
"366","003735","DANAHER CORP","DHR","235851102","0000313616","3826","334516","35203010","352030",1970,2021
"367","003761","DATA I/O CORP","DAIO","237690102","0000351998","3825","334515","45203020","452030",1980,2021
"368","003785","DATARAM CORP - OLD","DRAM.1","23899E931",NA,"3572","334112","45202030","452020",1973,2015
"369","003801","DAVEY TREE EXPERT CO","7183B","238532105","0000277638","0700","561730","20201050","202010",1978,2021
"370","003806","DAWSON GEOPHYSICAL CO","DWSN","239360100","0000799165","1382","213112","10101020","101010",1980,2021
"371","003807","DAXOR CORP","DXR","239467103","0000027367","3841","339112","35101010","351010",1974,2011
"372","003813","TARGET CORP","TGT","87612E106","0000027419","5331","452319","25503020","255030",1966,2021
"373","003814","DPL INC","AES5","23399M003","0000787250","4911","2211","55101010","551010",1951,2021
"374","003819","DE ROSE INDUSTRIES","7413B","241496108","0000028262","2451","321991","25201030","252010",1969,2011
"375","003820","VIEWTRAN GROUP INC","VIEWF","G9363W104","0001519380","3663","334220","40201040","402010",1974,2013
"376","003835","DEERE & CO","DE","244199105","0000315189","3523","333111","20106015","201060",1950,2021
"377","003836","DEERE (JOHN) CAPITAL CORP","DE1","244217006","0000027673","6153","522220","40202010","402020",1974,2021
"378","003839","DGT HOLDINGS CORP","DGTC","23328R206","0000027748","6512","531120","40403020","404030",1974,2015
"379","003842","DVL INC","DVLN","233347202","0000215639","6799","523999","40102010","401020",1978,2016
"380","003851","DELTA AIR LINES INC","DAL","247361702","0000027904","4512","481111","20302010","203020",1950,2021
"381","003855","DELTA NATURAL GAS CO INC","DGAS","247748106","0000277375","4923","221210","55102010","551020",1978,2017
"382","003863","DELUXE CORP","DLX","248019101","0000027996","2780","3231","20201010","202010",1963,2021
"383","003895","DETREX CORP","DTRX","250685104","0000028372","2800","325","15101010","151010",1963,2016
"384","003897","DTE ENERGY CO","DTE","233331107","0000936340","4931","2211","55103010","551030",1951,2021
"385","003905","ADTALEM GLOBAL EDUCATION INC","ATGE","00737L103","0000730464","8200","611310","25302010","253020",1982,2021
"386","003908","DEWEY ELECTRONICS CORP","DEWY","252063102","0000028561","3621","335312","20104020","201040",1960,2021
"387","003937","PYXUS INTERNATIONAL INC","PYYX","74737V205","0000939930","5190","424940","30203010","302030",1971,2021
"388","003946","DIEBOLD NIXDORF INC","DBD","253651103","0000028823","3578","334118","45202030","452020",1950,2021
"389","003962","NORTECH SYSTEMS INC","NSYS","656553104","0000722313","3679","334418","45203020","452030",1984,2021
"390","003964","DILLARDS INC  -CL A","DDS","254067101","0000028917","5311","452210","25503010","255030",1968,2021
"391","003969","DIODES INC","DIOD","254543101","0000029002","3674","334413","45301020","453010",1967,2021
"392","003971","DIONEX CORP","DNEX","254546104","0000708850","3823","334513","35203010","352030",1982,2010
"393","003972","DIONICS INC","DION","254547102","0000029006","3674","334413","20201050","202010",1974,2011
"394","003980","DISNEY (WALT) CO","DIS","254687106","0001744489","4888","515120","50202010","502020",1950,2021
"395","004001","DIXIE GROUP INC","DXYN","255519100","0000029332","2273","314110","25201020","252010",1974,2021
"396","004016","DOLLAR GENERAL CORP","DG","256677105","0000029534","5331","452319","25503020","255030",1967,2021
"397","004019","WESTERN FOREST PRODUCTS INC","WFSTF","958211203","0001299951","2421","321113","15105010","151050",1966,2021
"398","004029","DOMINION ENERGY INC","D","25746U109","0000715957","4911","22111","55103010","551030",1951,2021
"399","004036","DONALDSON CO INC","DCI","257651109","0000029644","3714","336390","20106020","201060",1963,2021
