"NAME","NAMEHCR","STALP","STNAME","BKCLASS","ASSET","CERT","FED_RSSD","org_name","commented","Commented","mean_ASSET","median_ASSET","mean_ASSET_type","median_ASSET_type"
"Rippey Savings Bank",NA,"IA","Iowa","NM",24733000,215,291246,"rippey savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Iowa State Bank",NA,"IA","Iowa","NM",25849000,217,655343,"iowa state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Security State Bank",NA,"IA","Iowa","SM",40145000,218,975845,"security state bank",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"Buffalo Savings Bank",NA,"IA","Iowa","NM",32945000,219,764843,"buffalo savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The First Trust & Savings Bank",NA,"IA","Iowa","NM",9562000,220,820749,"the first trust & savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First State Savings Bank",NA,"IA","Iowa","NM",7877000,221,755841,"first state savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Raccoon Valley State Bank",NA,"IA","Iowa","NM",68805000,222,697848,"raccoon valley state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Manson State Bank","Rog-Lee, Incorporated","IA","Iowa","NM",35453000,223,868442,"manson state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples Savings Bank","Country Bancorporation","IA","Iowa","NM",36888000,225,868844,"peoples savings bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Guthrie County State Bank","Guthrie County Bancshares, Inc.","IA","Iowa","NM",124696000,226,969844,"guthrie county state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Farmers State Bank",NA,"IA","Iowa","NM",45404000,227,729440,"farmers state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"American State Bank","Ambank Company, Inc.","IA","Iowa","NM",841159000,228,735441,"american state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Brenton State Bank of Jefferson",NA,"IA","Iowa","NM",55041000,229,839442,"brenton state bank of jefferson",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Community State Bank","Community State Bancorporation","IA","Iowa","NM",160045000,230,849348,"community state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Commercial Savings Bank","Commercial Ban Corp.","IA","Iowa","SM",170396000,231,194440,"commercial savings bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Solon State Bank","Solon Financial, Inc.","IA","Iowa","NM",91699000,232,185448,"solon state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Oakland Savings Bank",NA,"IA","Iowa","NM",22101000,233,256245,"oakland savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Pocahontas State Bank","Dentel Bancorporation","IA","Iowa","NM",100576000,234,402846,"pocahontas state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Security State Bank","Old O'brien Banc Shares, Inc.","IA","Iowa","NM",119653000,235,425845,"security state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First State Bank of Mapleton",NA,"IA","Iowa","NM",50632000,236,867940,"first state bank of mapleton",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Norwest Bank Atlantic, National Association",NA,"IA","Iowa","N",96894000,237,883445,"norwest bank atlantic, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"West Side State Savings Bank",NA,"IA","Iowa","NM",29614000,238,502643,"west side state savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"American Interstate Bank",NA,"IA","Iowa","NM",22403000,239,758440,"american interstate bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Community Bank",NA,"IA","Iowa","NM",95763000,241,483845,"community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Ankeny State Bank",NA,"IA","Iowa","NM",100316000,242,790543,"ankeny state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers Savings Bank",NA,"IA","Iowa","NM",49200000,243,896641,"farmers savings bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Raccoon Valley Bank","Perry Investment Company","IA","Iowa","NM",258061000,245,102342,"raccoon valley bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples Bank and Trust Company",NA,"IA","Iowa","SM",263954000,247,830944,"peoples bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"State Savings Bank","Ssb Holding Co., Inc.","IA","Iowa","NM",124545000,248,762045,"state savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Columbus Junction State Bank",NA,"IA","Iowa","SM",46995000,249,836544,"columbus junction state bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Valley Bank & Trust","Beulah Bancorporation, Inc.","IA","Iowa","NM",67506000,251,943143,"valley bank & trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Pinnacle Bank","Iowa River Bancorp, Inc.","IA","Iowa","SM",192274000,252,365745,"pinnacle bank",TRUE,"Commented",2565978874.81297,145717500,3941421401.72414,218865500
"Luana Savings Bank","Luana Bancorporation","IA","Iowa","NM",946013000,253,674849,"luana savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Whitney Bank and Trust","Whitney Corporation Of Iowa","IA","Iowa","NM",206121000,254,740249,"first whitney bank and trust",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers and Merchants Savings Bank",NA,"IA","Iowa","NM",154144000,255,201647,"farmers and merchants savings bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Melvin Savings Bank","Benz Holding Company","IA","Iowa","NM",69552000,256,764441,"melvin savings bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Commercial State Bank",NA,"IA","Iowa","NM",47880000,257,107048,"commercial state bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Stock Yards Bank & Trust Company","Stock Yards Bancorp, Inc.","KY","Kentucky","NM",3032022000,258,317342,"stock yards bank & trust company",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Farmers Deposit Bank of Brandenburg",NA,"KY","Kentucky","NM",79538000,261,971445,"farmers deposit bank of brandenburg",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens Bank","Rockcastle Bancorp, Inc.","KY","Kentucky","NM",144299000,262,840019,"citizens bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Citizens Bank & Trust Company, Burgin, Kentucky",NA,"KY","Kentucky","NM",11543000,263,974044,"citizens bank & trust company, burgin, kentucky",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers National Bank",NA,"KY","Kentucky","N",86960000,264,132219,"farmers national bank",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"Citizens Deposit Bank",NA,"KY","Kentucky","NM",40475000,265,828549,"citizens deposit bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers Deposit Bank","Farmers Deposit Bancorp, Inc.","KY","Kentucky","NM",131159000,266,842116,"farmers deposit bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Kentucky Farmers Bank Corporation",NA,"KY","Kentucky","NM",181258000,267,683814,"kentucky farmers bank corporation",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Peoples Bank and Trust Company",NA,"KY","Kentucky","NM",145098000,269,444042,"peoples bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The First State Bank of Pineville",NA,"KY","Kentucky","NM",24943000,270,418614,"the first state bank of pineville",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Southern Deposit Bank",NA,"KY","Kentucky","NM",81709000,271,178347,"southern deposit bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Livingston County",NA,"KY","Kentucky","NM",41505000,273,643144,"bank of livingston county",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Commercial Bank",NA,"KY","Kentucky","NM",101114000,274,656911,"commercial bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Morgantown Bank & Trust Company, Incorporated","Morgantown Deposit Bancorp, Inc.","KY","Kentucky","NM",180063000,275,330949,"morgantown bank & trust company, incorporated",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of New Haven",NA,"KY","Kentucky","NM",11063000,276,457949,"bank of new haven",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"West Side Savings Bank",NA,"KY","Kentucky","NM",7388000,277,364515,"west side savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Ascencia Bank",NA,"KY","Kentucky","NM",367191000,278,460248,"ascencia bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Kentucky National Bank of Pendleton County",NA,"KY","Kentucky","N",27441000,279,809212,"kentucky national bank of pendleton county",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"The Bank of Whitesburg",NA,"KY","Kentucky","NM",152147000,280,357610,"the bank of whitesburg",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Hyden Citizens Bank","Middlefork Financial Group Inc.","KY","Kentucky","NM",125537000,281,211114,"hyden citizens bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Danville and Trust Company",NA,"KY","Kentucky","NM",103307000,282,635448,"bank of danville and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Auburn Banking Company","First Community Bancorp, Inc","KY","Kentucky","NM",79509000,284,811541,"auburn banking company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"United Community Bank",NA,"KY","Kentucky","NM",34537000,285,447744,"united community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Simpson County Bank",NA,"KY","Kentucky","NM",114915000,286,498540,"simpson county bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Community Financial Services Bank","Community Financial Services, Inc. Employee Stock Ownership Plan","KY","Kentucky","NM",985817000,287,698144,"community financial services bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers & Traders Bank of Campton","Middlefork Financial Group Inc.","KY","Kentucky","NM",49965000,288,839817,"farmers & traders bank of campton",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Hindman","Community Exchange Bancshares Inc.","KY","Kentucky","NM",197049000,289,763211,"bank of hindman",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The First State Bank and Trust Company of Manchester, Kentucky",NA,"KY","Kentucky","NM",82170000,290,781514,"the first state bank and trust company of manchester, kentucky",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Jackson County Bank",NA,"KY","Kentucky","NM",130236000,291,1016718,"jackson county bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Monticello Banking Company","Monticello Bankshares, Inc.","KY","Kentucky","SM",700517000,292,266945,"the monticello banking company",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Farmers National Bank of London",NA,"KY","Kentucky","N",41009000,293,488514,"farmers national bank of london",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"The Woodford Bank and Trust Company",NA,"KY","Kentucky","NM",101544000,295,353416,"the woodford bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Edmonson County","Edmonson Bancshares, Inc","KY","Kentucky","NM",215356000,296,903240,"bank of edmonson county",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Lewisburg Banking Company","Lewisburg Bancshares Corporation","KY","Kentucky","SM",113281000,297,580847,"lewisburg banking company",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Peoples Deposit Bank & Trust Company",NA,"KY","Kentucky","SM",30368000,299,498018,"peoples deposit bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"United Cumberland Bank","Mccreary Bancshares Inc.","KY","Kentucky","NM",292500000,303,425818,"united cumberland bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Clinton Bank","Clinton Bancorp, Inc.","KY","Kentucky","NM",60775000,304,782548,"clinton bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of Fordsville",NA,"KY","Kentucky","NM",11427000,305,1001246,"bank of fordsville",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Zachary","Zachary Bancshares, Inc.","LA","Louisiana","NM",247422000,306,860334,"bank of zachary",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Landmark Bank","Clinton Bancshares, Inc.","LA","Louisiana","NM",115678000,307,535034,"landmark bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of Gonzales",NA,"LA","Louisiana","NM",125609000,309,670935,"bank of gonzales",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Highlands Bank","Boj Bancshares, Inc.","LA","Louisiana","NM",154700000,310,499538,"the highlands bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Bank",NA,"LA","Louisiana","NM",245784000,312,843636,"first bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"American Gateway Bank",NA,"LA","Louisiana","NM",373708000,313,893538,"american gateway bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Mer Rouge State Bank",NA,"LA","Louisiana","NM",41586000,314,741956,"the mer rouge state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Washington Bank and Trust Company",NA,"LA","Louisiana","NM",86320000,315,668035,"washington bank and trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Premier Bank of South Louisiana",NA,"LA","Louisiana","NM",483586000,316,679835,"the premier bank of south louisiana",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
